Cloudlet ID,Status,Datacenter ID,VM ID,Actual CPU Time,Start Time,End Time,Task Size,Wait Time,Response Time,Makespan,Turnaround Time
1624,SUCCESS,2,78,6.91,0.01,6.92,Medium,0.00,6.91,6.91,6.91
784,SUCCESS,2,11,6.93,0.01,6.94,Small,0.00,6.93,6.93,6.93
1334,SUCCESS,2,72,6.93,0.01,6.94,Medium,0.00,6.93,6.93,6.93
876,SUCCESS,2,13,6.93,0.01,6.94,Small,0.00,6.93,6.93,6.93
793,SUCCESS,2,23,6.93,0.01,6.94,Small,0.00,6.93,6.93,6.93
527,SUCCESS,2,4,6.93,0.01,6.94,Small,0.00,6.93,6.93,6.93
368,SUCCESS,2,13,6.94,0.01,6.95,Small,0.00,6.94,6.94,6.94
1201,SUCCESS,2,99,6.94,0.01,6.95,Medium,0.00,6.94,6.94,6.94
1532,SUCCESS,2,51,6.96,0.01,6.97,Medium,0.00,6.96,6.96,6.96
42,SUCCESS,2,24,6.96,0.01,6.97,Small,0.00,6.96,6.96,6.96
450,SUCCESS,2,35,6.96,0.01,6.97,Small,0.00,6.96,6.96,6.96
141,SUCCESS,2,7,6.96,0.01,6.97,Small,0.00,6.96,6.96,6.96
734,SUCCESS,2,48,6.96,0.01,6.97,Small,0.00,6.96,6.96,6.96
164,SUCCESS,2,9,6.96,0.01,6.97,Small,0.00,6.96,6.96,6.96
1736,SUCCESS,2,69,6.96,0.01,6.97,Medium,0.00,6.96,6.96,6.96
1709,SUCCESS,2,79,6.96,0.01,6.97,Medium,0.00,6.96,6.96,6.96
1715,SUCCESS,2,89,6.96,0.01,6.97,Medium,0.00,6.96,6.96,6.96
1573,SUCCESS,2,51,6.98,0.01,6.99,Medium,0.00,6.98,6.98,6.98
1387,SUCCESS,2,93,6.98,0.01,6.99,Medium,0.00,6.98,6.98,6.98
617,SUCCESS,2,16,6.98,0.01,6.99,Small,0.00,6.98,6.98,6.98
138,SUCCESS,2,27,6.98,0.01,6.99,Small,0.00,6.98,6.98,6.98
751,SUCCESS,2,47,6.98,0.01,6.99,Small,0.00,6.98,6.98,6.98
62,SUCCESS,2,4,6.99,0.01,7.00,Small,0.00,6.99,6.99,6.99
393,SUCCESS,2,24,6.99,0.01,7.00,Small,0.00,6.99,6.99,6.99
1593,SUCCESS,2,58,6.99,0.01,7.00,Medium,0.00,6.99,6.99,6.99
1688,SUCCESS,2,68,6.99,0.01,7.00,Medium,0.00,6.99,6.99,6.99
1319,SUCCESS,2,88,6.99,0.01,7.00,Medium,0.00,6.99,6.99,6.99
309,SUCCESS,2,19,6.99,0.01,7.00,Small,0.00,6.99,6.99,6.99
1287,SUCCESS,2,51,7.01,0.01,7.02,Medium,0.00,7.01,7.01,7.01
1031,SUCCESS,2,52,7.01,0.01,7.02,Medium,0.00,7.01,7.01,7.01
1220,SUCCESS,2,73,7.01,0.01,7.02,Medium,0.00,7.01,7.01,7.01
1278,SUCCESS,2,68,7.01,0.01,7.02,Medium,0.00,7.01,7.01,7.01
2,SUCCESS,2,11,7.03,0.01,7.04,Small,0.00,7.03,7.03,7.03
1507,SUCCESS,2,79,7.03,0.01,7.04,Medium,0.00,7.03,7.03,7.03
526,SUCCESS,2,16,7.04,0.01,7.05,Small,0.00,7.04,7.04,7.04
732,SUCCESS,2,36,7.04,0.01,7.05,Small,0.00,7.04,7.04,7.04
167,SUCCESS,2,37,7.04,0.01,7.05,Small,0.00,7.04,7.04,7.04
1563,SUCCESS,2,78,7.04,0.01,7.05,Medium,0.00,7.04,7.04,7.04
1288,SUCCESS,2,88,7.04,0.01,7.05,Medium,0.00,7.04,7.04,7.04
1119,SUCCESS,2,52,7.06,0.01,7.07,Medium,0.00,7.06,7.06,7.06
1038,SUCCESS,2,54,7.06,0.01,7.07,Medium,0.00,7.06,7.06,7.06
181,SUCCESS,2,46,7.06,0.01,7.07,Small,0.00,7.06,7.06,7.06
843,SUCCESS,2,37,7.06,0.01,7.07,Small,0.00,7.06,7.06,7.06
32,SUCCESS,2,48,7.06,0.01,7.07,Small,0.00,7.06,7.06,7.06
949,SUCCESS,2,90,7.08,0.01,7.09,Medium,0.00,7.08,7.08,7.08
1609,SUCCESS,2,75,7.08,0.01,7.09,Medium,0.00,7.08,7.08,7.08
488,SUCCESS,2,47,7.08,0.01,7.09,Small,0.00,7.08,7.08,7.08
1158,SUCCESS,2,78,7.08,0.01,7.09,Medium,0.00,7.08,7.08,7.08
721,SUCCESS,2,21,7.10,0.01,7.11,Small,0.00,7.10,7.10,7.10
1183,SUCCESS,2,52,7.10,0.01,7.11,Medium,0.00,7.10,7.10,7.10
1086,SUCCESS,2,95,7.10,0.01,7.11,Medium,0.00,7.10,7.10,7.10
1700,SUCCESS,2,76,7.10,0.01,7.11,Medium,0.00,7.10,7.10,7.10
1035,SUCCESS,2,79,7.10,0.01,7.11,Medium,0.00,7.10,7.10,7.10
1680,SUCCESS,2,99,7.10,0.01,7.11,Medium,0.00,7.10,7.10,7.10
1694,SUCCESS,2,93,7.11,0.01,7.12,Medium,0.00,7.11,7.11,7.11
1096,SUCCESS,2,88,7.11,0.01,7.12,Medium,0.00,7.11,7.11,7.11
670,SUCCESS,2,33,7.13,0.01,7.14,Small,0.00,7.13,7.13,7.13
1566,SUCCESS,2,74,7.13,0.01,7.14,Medium,0.00,7.13,7.13,7.13
37,SUCCESS,2,35,7.13,0.01,7.14,Small,0.00,7.13,7.13,7.13
1540,SUCCESS,2,75,7.13,0.01,7.14,Medium,0.00,7.13,7.13,7.13
1601,SUCCESS,2,76,7.13,0.01,7.14,Medium,0.00,7.13,7.13,7.13
1012,SUCCESS,2,58,7.13,0.01,7.14,Medium,0.00,7.13,7.13,7.13
1284,SUCCESS,2,81,7.14,0.01,7.15,Medium,0.00,7.14,7.14,7.14
601,SUCCESS,2,33,7.14,0.01,7.15,Small,0.00,7.14,7.14,7.14
434,SUCCESS,2,24,7.14,0.01,7.15,Small,0.00,7.14,7.14,7.14
1380,SUCCESS,2,76,7.14,0.01,7.15,Medium,0.00,7.14,7.14,7.14
318,SUCCESS,2,39,7.14,0.01,7.15,Small,0.00,7.14,7.14,7.14
873,SUCCESS,2,22,7.15,0.01,7.16,Small,0.00,7.15,7.15,7.15
619,SUCCESS,2,14,7.15,0.01,7.16,Small,0.00,7.15,7.15,7.15
1384,SUCCESS,2,60,7.17,0.01,7.18,Medium,0.00,7.17,7.17,7.17
384,SUCCESS,2,12,7.17,0.01,7.18,Small,0.00,7.17,7.17,7.17
1221,SUCCESS,2,62,7.17,0.01,7.18,Medium,0.00,7.17,7.17,7.17
960,SUCCESS,2,74,7.17,0.01,7.18,Medium,0.00,7.17,7.17,7.17
1059,SUCCESS,2,75,7.17,0.01,7.18,Medium,0.00,7.17,7.17,7.17
119,SUCCESS,2,27,7.17,0.01,7.18,Small,0.00,7.17,7.17,7.17
593,SUCCESS,2,21,7.19,0.01,7.20,Small,0.00,7.19,7.19,7.19
1311,SUCCESS,2,93,7.19,0.01,7.20,Medium,0.00,7.19,7.19,7.19
966,SUCCESS,2,76,7.19,0.01,7.20,Medium,0.00,7.19,7.19,7.19
275,SUCCESS,2,8,7.19,0.01,7.20,Small,0.00,7.19,7.19,7.19
1611,SUCCESS,2,99,7.19,0.01,7.20,Medium,0.00,7.19,7.19,7.19
925,SUCCESS,2,61,7.20,0.01,7.21,Medium,0.00,7.20,7.20,7.20
795,SUCCESS,2,2,7.20,0.01,7.21,Small,0.00,7.20,7.20,7.20
755,SUCCESS,2,42,7.20,0.01,7.21,Small,0.00,7.20,7.20,7.20
474,SUCCESS,2,13,7.20,0.01,7.21,Small,0.00,7.20,7.20,7.20
1577,SUCCESS,2,64,7.20,0.01,7.21,Medium,0.00,7.20,7.20,7.20
106,SUCCESS,2,21,7.22,0.01,7.23,Small,0.00,7.22,7.22,7.22
1471,SUCCESS,2,65,7.22,0.01,7.23,Medium,0.00,7.22,7.22,7.22
1553,SUCCESS,2,75,7.22,0.01,7.23,Medium,0.00,7.22,7.22,7.22
620,SUCCESS,2,47,7.22,0.01,7.23,Small,0.00,7.22,7.22,7.22
1430,SUCCESS,2,67,7.22,0.01,7.23,Medium,0.00,7.22,7.22,7.22
996,SUCCESS,2,99,7.22,0.01,7.23,Medium,0.00,7.22,7.22,7.22
780,SUCCESS,2,8,7.24,0.01,7.25,Small,0.00,7.24,7.24,7.24
113,SUCCESS,2,39,7.24,0.01,7.25,Small,0.00,7.24,7.24,7.24
248,SUCCESS,2,2,7.25,0.01,7.26,Small,0.00,7.25,7.25,7.25
239,SUCCESS,2,4,7.26,0.01,7.27,Small,0.00,7.26,7.26,7.26
350,SUCCESS,2,14,7.26,0.01,7.27,Small,0.00,7.26,7.26,7.26
1250,SUCCESS,2,88,7.26,0.01,7.27,Medium,0.00,7.26,7.26,7.26
584,SUCCESS,2,8,7.27,0.01,7.28,Small,0.00,7.27,7.27,7.27
1600,SUCCESS,2,88,7.27,0.01,7.28,Medium,0.00,7.27,7.27,7.27
360,SUCCESS,2,35,7.28,0.01,7.29,Small,0.00,7.28,7.28,7.28
1747,SUCCESS,2,82,7.30,0.01,7.31,Medium,0.00,7.30,7.30,7.30
759,SUCCESS,2,13,7.30,0.01,7.31,Small,0.00,7.30,7.30,7.30
1328,SUCCESS,2,99,7.30,0.01,7.31,Medium,0.00,7.30,7.30,7.30
603,SUCCESS,2,21,7.32,0.01,7.33,Small,0.00,7.32,7.32,7.32
24,SUCCESS,2,14,7.32,0.01,7.33,Small,0.00,7.32,7.32,7.32
895,SUCCESS,2,14,7.32,0.01,7.33,Small,0.00,7.32,7.32,7.32
39,SUCCESS,2,46,7.32,0.01,7.33,Small,0.00,7.32,7.32,7.32
1465,SUCCESS,2,66,7.32,0.01,7.33,Medium,0.00,7.32,7.32,7.32
503,SUCCESS,2,27,7.32,0.01,7.33,Small,0.00,7.32,7.32,7.32
1161,SUCCESS,2,58,7.32,0.01,7.33,Medium,0.00,7.32,7.32,7.32
1544,SUCCESS,2,79,7.32,0.01,7.33,Medium,0.00,7.32,7.32,7.32
1735,SUCCESS,2,79,7.32,0.01,7.33,Medium,0.00,7.32,7.32,7.32
337,SUCCESS,2,30,7.33,0.01,7.34,Small,0.00,7.33,7.33,7.33
1734,SUCCESS,2,60,7.33,0.01,7.34,Medium,0.00,7.33,7.33,7.33
813,SUCCESS,2,43,7.33,0.01,7.34,Small,0.00,7.33,7.33,7.33
1683,SUCCESS,2,68,7.33,0.01,7.34,Medium,0.00,7.33,7.33,7.33
1433,SUCCESS,2,99,7.33,0.01,7.34,Medium,0.00,7.33,7.33,7.33
403,SUCCESS,2,11,7.35,0.01,7.36,Small,0.00,7.35,7.35,7.35
1657,SUCCESS,2,52,7.35,0.01,7.36,Medium,0.00,7.35,7.35,7.35
1386,SUCCESS,2,65,7.35,0.01,7.36,Medium,0.00,7.35,7.35,7.35
493,SUCCESS,2,27,7.35,0.01,7.36,Small,0.00,7.35,7.35,7.35
272,SUCCESS,2,8,7.35,0.01,7.36,Small,0.00,7.35,7.35,7.35
1463,SUCCESS,2,78,7.35,0.01,7.36,Medium,0.00,7.35,7.35,7.35
1178,SUCCESS,2,81,7.36,0.01,7.37,Medium,0.00,7.36,7.36,7.36
772,SUCCESS,2,43,7.36,0.01,7.37,Small,0.00,7.36,7.36,7.36
1452,SUCCESS,2,66,7.36,0.01,7.37,Medium,0.00,7.36,7.36,7.36
1480,SUCCESS,2,68,7.36,0.01,7.37,Medium,0.00,7.36,7.36,7.36
702,SUCCESS,2,10,7.38,0.01,7.39,Small,0.00,7.38,7.38,7.38
109,SUCCESS,2,40,7.38,0.01,7.39,Small,0.00,7.38,7.38,7.38
1591,SUCCESS,2,82,7.38,0.01,7.39,Medium,0.00,7.38,7.38,7.38
1113,SUCCESS,2,73,7.38,0.01,7.39,Medium,0.00,7.38,7.38,7.38
170,SUCCESS,2,35,7.38,0.01,7.39,Small,0.00,7.38,7.38,7.38
1690,SUCCESS,2,66,7.38,0.01,7.39,Medium,0.00,7.38,7.38,7.38
1552,SUCCESS,2,76,7.38,0.01,7.39,Medium,0.00,7.38,7.38,7.38
860,SUCCESS,2,39,7.38,0.01,7.39,Small,0.00,7.38,7.38,7.38
51,SUCCESS,2,10,7.39,0.01,7.40,Small,0.00,7.39,7.39,7.39
924,SUCCESS,2,52,7.40,0.01,7.41,Medium,0.00,7.40,7.40,7.40
310,SUCCESS,2,7,7.40,0.01,7.41,Small,0.00,7.40,7.40,7.40
1681,SUCCESS,2,67,7.40,0.01,7.41,Medium,0.00,7.40,7.40,7.40
613,SUCCESS,2,9,7.40,0.01,7.41,Small,0.00,7.40,7.40,7.40
387,SUCCESS,2,30,7.42,0.01,7.43,Small,0.00,7.42,7.42,7.42
469,SUCCESS,2,41,7.42,0.01,7.43,Small,0.00,7.42,7.42,7.42
163,SUCCESS,2,25,7.42,0.01,7.43,Small,0.00,7.42,7.42,7.42
186,SUCCESS,2,39,7.42,0.01,7.43,Small,0.00,7.42,7.42,7.42
463,SUCCESS,2,23,7.44,0.01,7.45,Small,0.00,7.44,7.44,7.44
1432,SUCCESS,2,85,7.44,0.01,7.45,Medium,0.00,7.44,7.44,7.44
1014,SUCCESS,2,81,7.45,0.01,7.46,Medium,0.00,7.45,7.45,7.45
1763,SUCCESS,2,72,7.45,0.01,7.46,Medium,0.00,7.45,7.45,7.45
1363,SUCCESS,2,93,7.45,0.01,7.46,Medium,0.00,7.45,7.45,7.45
1267,SUCCESS,2,65,7.45,0.01,7.46,Medium,0.00,7.45,7.45,7.45
1252,SUCCESS,2,63,7.46,0.01,7.47,Medium,0.00,7.46,7.46,7.46
1476,SUCCESS,2,75,7.46,0.01,7.47,Medium,0.00,7.46,7.46,7.46
1743,SUCCESS,2,66,7.46,0.01,7.47,Medium,0.00,7.46,7.46,7.46
1428,SUCCESS,2,76,7.46,0.01,7.47,Medium,0.00,7.46,7.46,7.46
195,SUCCESS,2,17,7.46,0.01,7.47,Small,0.00,7.46,7.46,7.46
1273,SUCCESS,2,60,7.48,0.01,7.49,Medium,0.00,7.48,7.48,7.48
1088,SUCCESS,2,82,7.48,0.01,7.49,Medium,0.00,7.48,7.48,7.48
1345,SUCCESS,2,82,7.48,0.01,7.49,Medium,0.00,7.48,7.48,7.48
111,SUCCESS,2,33,7.48,0.01,7.49,Small,0.00,7.48,7.48,7.48
1497,SUCCESS,2,66,7.48,0.01,7.49,Medium,0.00,7.48,7.48,7.48
1054,SUCCESS,2,99,7.48,0.01,7.49,Medium,0.00,7.48,7.48,7.48
97,SUCCESS,2,30,7.49,0.01,7.50,Small,0.00,7.49,7.49,7.49
776,SUCCESS,2,21,7.49,0.01,7.50,Small,0.00,7.49,7.49,7.49
1339,SUCCESS,2,82,7.49,0.01,7.50,Medium,0.00,7.49,7.49,7.49
286,SUCCESS,2,33,7.49,0.01,7.50,Small,0.00,7.49,7.49,7.49
1728,SUCCESS,2,73,7.49,0.01,7.50,Medium,0.00,7.49,7.49,7.49
544,SUCCESS,2,43,7.51,0.01,7.52,Small,0.00,7.51,7.51,7.51
461,SUCCESS,2,46,7.51,0.01,7.52,Small,0.00,7.51,7.51,7.51
740,SUCCESS,2,21,7.53,0.01,7.54,Small,0.00,7.53,7.53,7.53
1717,SUCCESS,2,52,7.53,0.01,7.54,Medium,0.00,7.53,7.53,7.53
1126,SUCCESS,2,62,7.53,0.01,7.54,Medium,0.00,7.53,7.53,7.53
1663,SUCCESS,2,72,7.53,0.01,7.54,Medium,0.00,7.53,7.53,7.53
1212,SUCCESS,2,54,7.53,0.01,7.54,Medium,0.00,7.53,7.53,7.53
1060,SUCCESS,2,64,7.53,0.01,7.54,Medium,0.00,7.53,7.53,7.53
994,SUCCESS,2,74,7.53,0.01,7.54,Medium,0.00,7.53,7.53,7.53
1437,SUCCESS,2,78,7.53,0.01,7.54,Medium,0.00,7.53,7.53,7.53
1766,SUCCESS,2,99,7.53,0.01,7.54,Medium,0.00,7.53,7.53,7.53
538,SUCCESS,2,10,7.55,0.01,7.56,Small,0.00,7.55,7.55,7.55
91,SUCCESS,2,42,7.55,0.01,7.56,Small,0.00,7.55,7.55,7.55
874,SUCCESS,2,33,7.55,0.01,7.56,Small,0.00,7.55,7.55,7.55
1036,SUCCESS,2,54,7.55,0.01,7.56,Medium,0.00,7.55,7.55,7.55
1581,SUCCESS,2,64,7.55,0.01,7.56,Medium,0.00,7.55,7.55,7.55
1393,SUCCESS,2,66,7.55,0.01,7.56,Medium,0.00,7.55,7.55,7.55
1482,SUCCESS,2,96,7.55,0.01,7.56,Medium,0.00,7.55,7.55,7.55
1547,SUCCESS,2,65,7.56,0.01,7.57,Medium,0.00,7.56,7.56,7.56
1077,SUCCESS,2,78,7.56,0.01,7.57,Medium,0.00,7.56,7.56,7.56
1211,SUCCESS,2,76,7.57,0.01,7.58,Medium,0.00,7.57,7.57,7.57
333,SUCCESS,2,21,7.58,0.01,7.59,Small,0.00,7.58,7.58,7.58
1764,SUCCESS,2,63,7.58,0.01,7.59,Medium,0.00,7.58,7.58,7.58
689,SUCCESS,2,36,7.58,0.01,7.59,Small,0.00,7.58,7.58,7.58
654,SUCCESS,2,46,7.58,0.01,7.59,Small,0.00,7.58,7.58,7.58
823,SUCCESS,2,38,7.58,0.01,7.59,Small,0.00,7.58,7.58,7.58
975,SUCCESS,2,74,7.59,0.01,7.60,Medium,0.00,7.59,7.59,7.59
69,SUCCESS,2,29,7.59,0.01,7.60,Small,0.00,7.59,7.59,7.59
653,SUCCESS,2,40,7.61,0.01,7.62,Small,0.00,7.61,7.61,7.61
228,SUCCESS,2,7,7.61,0.01,7.62,Small,0.00,7.61,7.61,7.61
1662,SUCCESS,2,78,7.61,0.01,7.62,Medium,0.00,7.61,7.61,7.61
1191,SUCCESS,2,79,7.61,0.01,7.62,Medium,0.00,7.61,7.61,7.61
1403,SUCCESS,2,90,7.62,0.01,7.63,Medium,0.00,7.62,7.62,7.62
166,SUCCESS,2,21,7.62,0.01,7.63,Small,0.00,7.62,7.62,7.62
103,SUCCESS,2,2,7.62,0.01,7.63,Small,0.00,7.62,7.62,7.62
1389,SUCCESS,2,93,7.62,0.01,7.63,Medium,0.00,7.62,7.62,7.62
282,SUCCESS,2,27,7.62,0.01,7.63,Small,0.00,7.62,7.62,7.62
1704,SUCCESS,2,97,7.62,0.01,7.63,Medium,0.00,7.62,7.62,7.62
105,SUCCESS,2,38,7.62,0.01,7.63,Small,0.00,7.62,7.62,7.62
569,SUCCESS,2,29,7.62,0.01,7.63,Small,0.00,7.62,7.62,7.62
121,SUCCESS,2,39,7.62,0.01,7.63,Small,0.00,7.62,7.62,7.62
376,SUCCESS,2,10,7.64,0.01,7.65,Small,0.00,7.64,7.64,7.64
1326,SUCCESS,2,52,7.64,0.01,7.65,Medium,0.00,7.64,7.64,7.64
666,SUCCESS,2,4,7.64,0.01,7.65,Small,0.00,7.64,7.64,7.64
41,SUCCESS,2,24,7.64,0.01,7.65,Small,0.00,7.64,7.64,7.64
213,SUCCESS,2,27,7.64,0.01,7.65,Small,0.00,7.64,7.64,7.64
770,SUCCESS,2,32,7.66,0.01,7.67,Small,0.00,7.66,7.66,7.66
1770,SUCCESS,2,93,7.66,0.01,7.67,Medium,0.00,7.66,7.66,7.66
355,SUCCESS,2,14,7.66,0.01,7.67,Small,0.00,7.66,7.66,7.66
1247,SUCCESS,2,66,7.66,0.01,7.67,Medium,0.00,7.66,7.66,7.66
52,SUCCESS,2,1,7.68,0.01,7.69,Small,0.00,7.68,7.68,7.68
304,SUCCESS,2,12,7.68,0.01,7.69,Small,0.00,7.68,7.68,7.68
267,SUCCESS,2,23,7.68,0.01,7.69,Small,0.00,7.68,7.68,7.68
1706,SUCCESS,2,85,7.68,0.01,7.69,Medium,0.00,7.68,7.68,7.68
84,SUCCESS,2,36,7.68,0.01,7.69,Small,0.00,7.68,7.68,7.68
955,SUCCESS,2,76,7.68,0.01,7.69,Medium,0.00,7.68,7.68,7.68
114,SUCCESS,2,27,7.68,0.01,7.69,Small,0.00,7.68,7.68,7.68
800,SUCCESS,2,47,7.68,0.01,7.69,Small,0.00,7.68,7.68,7.68
334,SUCCESS,2,9,7.68,0.01,7.69,Small,0.00,7.68,7.68,7.68
649,SUCCESS,2,9,7.68,0.01,7.69,Small,0.00,7.68,7.68,7.68
1364,SUCCESS,2,90,7.69,0.01,7.70,Medium,0.00,7.69,7.69,7.69
1539,SUCCESS,2,72,7.69,0.01,7.70,Medium,0.00,7.69,7.69,7.69
944,SUCCESS,2,89,7.69,0.01,7.70,Medium,0.00,7.69,7.69,7.69
1083,SUCCESS,2,60,7.71,0.01,7.72,Medium,0.00,7.71,7.71,7.71
1317,SUCCESS,2,93,7.71,0.01,7.72,Medium,0.00,7.71,7.71,7.71
753,SUCCESS,2,24,7.71,0.01,7.72,Small,0.00,7.71,7.71,7.71
1228,SUCCESS,2,58,7.71,0.01,7.72,Medium,0.00,7.71,7.71,7.71
223,SUCCESS,2,19,7.71,0.01,7.72,Small,0.00,7.71,7.71,7.71
459,SUCCESS,2,20,7.73,0.01,7.74,Small,0.00,7.73,7.73,7.73
840,SUCCESS,2,14,7.73,0.01,7.74,Small,0.00,7.73,7.73,7.73
1162,SUCCESS,2,64,7.73,0.01,7.74,Medium,0.00,7.73,7.73,7.73
835,SUCCESS,2,15,7.73,0.01,7.74,Small,0.00,7.73,7.73,7.73
1643,SUCCESS,2,58,7.73,0.01,7.74,Medium,0.00,7.73,7.73,7.73
1579,SUCCESS,2,79,7.73,0.01,7.74,Medium,0.00,7.73,7.73,7.73
1545,SUCCESS,2,52,7.75,0.01,7.76,Medium,0.00,7.75,7.75,7.75
1209,SUCCESS,2,74,7.75,0.01,7.76,Medium,0.00,7.75,7.75,7.75
1210,SUCCESS,2,74,7.75,0.01,7.76,Medium,0.00,7.75,7.75,7.75
1458,SUCCESS,2,74,7.75,0.01,7.76,Medium,0.00,7.75,7.75,7.75
855,SUCCESS,2,46,7.75,0.01,7.76,Small,0.00,7.75,7.75,7.75
982,SUCCESS,2,97,7.75,0.01,7.76,Medium,0.00,7.75,7.75,7.75
551,SUCCESS,2,2,7.77,0.01,7.78,Small,0.00,7.77,7.77,7.77
1678,SUCCESS,2,52,7.77,0.01,7.78,Medium,0.00,7.77,7.77,7.77
1121,SUCCESS,2,95,7.77,0.01,7.78,Medium,0.00,7.77,7.77,7.77
1052,SUCCESS,2,76,7.77,0.01,7.78,Medium,0.00,7.77,7.77,7.77
932,SUCCESS,2,58,7.77,0.01,7.78,Medium,0.00,7.77,7.77,7.77
1020,SUCCESS,2,60,7.78,0.01,7.79,Medium,0.00,7.78,7.78,7.78
1797,SUCCESS,2,58,7.78,0.01,7.79,Medium,0.00,7.78,7.78,7.78
1652,SUCCESS,2,79,7.78,0.01,7.79,Medium,0.00,7.78,7.78,7.78
1466,SUCCESS,2,75,7.80,0.01,7.81,Medium,0.00,7.80,7.80,7.80
1405,SUCCESS,2,80,7.82,0.01,7.83,Medium,0.00,7.82,7.82,7.82
517,SUCCESS,2,12,7.82,0.01,7.83,Small,0.00,7.82,7.82,7.82
688,SUCCESS,2,32,7.82,0.01,7.83,Small,0.00,7.82,7.82,7.82
686,SUCCESS,2,43,7.82,0.01,7.83,Small,0.00,7.82,7.82,7.82
959,SUCCESS,2,63,7.82,0.01,7.83,Medium,0.00,7.82,7.82,7.82
1098,SUCCESS,2,74,7.82,0.01,7.83,Medium,0.00,7.82,7.82,7.82
1596,SUCCESS,2,85,7.82,0.01,7.83,Medium,0.00,7.82,7.82,7.82
962,SUCCESS,2,76,7.82,0.01,7.83,Medium,0.00,7.82,7.82,7.82
709,SUCCESS,2,29,7.82,0.01,7.83,Small,0.00,7.82,7.82,7.82
1124,SUCCESS,2,70,7.84,0.01,7.85,Medium,0.00,7.84,7.84,7.84
258,SUCCESS,2,11,7.84,0.01,7.85,Small,0.00,7.84,7.84,7.84
10,SUCCESS,2,41,7.84,0.01,7.85,Small,0.00,7.84,7.84,7.84
609,SUCCESS,2,22,7.84,0.01,7.85,Small,0.00,7.84,7.84,7.84
172,SUCCESS,2,25,7.84,0.01,7.85,Small,0.00,7.84,7.84,7.84
142,SUCCESS,2,9,7.84,0.01,7.85,Small,0.00,7.84,7.84,7.84
255,SUCCESS,2,40,7.86,0.01,7.87,Small,0.00,7.86,7.86,7.86
378,SUCCESS,2,40,7.86,0.01,7.87,Small,0.00,7.86,7.86,7.86
806,SUCCESS,2,43,7.86,0.01,7.87,Small,0.00,7.86,7.86,7.86
640,SUCCESS,2,15,7.86,0.01,7.87,Small,0.00,7.86,7.86,7.86
951,SUCCESS,2,77,7.86,0.01,7.87,Medium,0.00,7.86,7.86,7.86
1184,SUCCESS,2,52,7.87,0.01,7.88,Medium,0.00,7.87,7.87,7.87
929,SUCCESS,2,76,7.87,0.01,7.88,Medium,0.00,7.87,7.87,7.87
916,SUCCESS,2,78,7.87,0.01,7.88,Medium,0.00,7.87,7.87,7.87
879,SUCCESS,2,23,7.89,0.01,7.90,Small,0.00,7.89,7.89,7.89
1033,SUCCESS,2,83,7.89,0.01,7.90,Medium,0.00,7.89,7.89,7.89
1312,SUCCESS,2,68,7.89,0.01,7.90,Medium,0.00,7.89,7.89,7.89
820,SUCCESS,2,49,7.89,0.01,7.90,Small,0.00,7.89,7.89,7.89
546,SUCCESS,2,12,7.91,0.01,7.92,Small,0.00,7.91,7.91,7.91
1395,SUCCESS,2,52,7.91,0.01,7.92,Medium,0.00,7.91,7.91,7.91
1787,SUCCESS,2,93,7.91,0.01,7.92,Medium,0.00,7.91,7.91,7.91
1598,SUCCESS,2,74,7.91,0.01,7.92,Medium,0.00,7.91,7.91,7.91
986,SUCCESS,2,65,7.91,0.01,7.92,Medium,0.00,7.91,7.91,7.91
1102,SUCCESS,2,66,7.91,0.01,7.92,Medium,0.00,7.91,7.91,7.91
1513,SUCCESS,2,77,7.91,0.01,7.92,Medium,0.00,7.91,7.91,7.91
641,SUCCESS,2,9,7.91,0.01,7.92,Small,0.00,7.91,7.91,7.91
1321,SUCCESS,2,82,7.93,0.01,7.94,Medium,0.00,7.93,7.93,7.93
1733,SUCCESS,2,96,7.93,0.01,7.94,Medium,0.00,7.93,7.93,7.93
1660,SUCCESS,2,77,7.93,0.01,7.94,Medium,0.00,7.93,7.93,7.93
1200,SUCCESS,2,78,7.93,0.01,7.94,Medium,0.00,7.93,7.93,7.93
1477,SUCCESS,2,90,7.95,0.01,7.96,Medium,0.00,7.95,7.95,7.95
144,SUCCESS,2,11,7.95,0.01,7.96,Small,0.00,7.95,7.95,7.95
287,SUCCESS,2,41,7.95,0.01,7.96,Small,0.00,7.95,7.95,7.95
937,SUCCESS,2,61,7.95,0.01,7.96,Medium,0.00,7.95,7.95,7.95
890,SUCCESS,2,2,7.95,0.01,7.96,Small,0.00,7.95,7.95,7.95
1202,SUCCESS,2,62,7.95,0.01,7.96,Medium,0.00,7.95,7.95,7.95
1206,SUCCESS,2,82,7.95,0.01,7.96,Medium,0.00,7.95,7.95,7.95
1043,SUCCESS,2,82,7.97,0.01,7.98,Medium,0.00,7.97,7.97,7.97
1442,SUCCESS,2,82,7.97,0.01,7.98,Medium,0.00,7.97,7.97,7.97
1342,SUCCESS,2,74,7.97,0.01,7.98,Medium,0.00,7.97,7.97,7.97
934,SUCCESS,2,76,7.97,0.01,7.98,Medium,0.00,7.97,7.97,7.97
1554,SUCCESS,2,78,7.97,0.01,7.98,Medium,0.00,7.97,7.97,7.97
1776,SUCCESS,2,79,7.97,0.01,7.98,Medium,0.00,7.97,7.97,7.97
1481,SUCCESS,2,75,7.99,0.01,8.00,Medium,0.00,7.99,7.99,7.99
706,SUCCESS,2,49,7.99,0.01,8.00,Small,0.00,7.99,7.99,7.99
