Cloudlet ID,Status,Datacenter ID,VM ID,Actual CPU Time,Start Time,End Time,Task Size,Wait Time,Response Time,Makespan,Turnaround Time
1529,SUCCESS,2,59,4.92,0.01,4.93,Medium,0.00,4.92,4.92,4.92
988,SUCCESS,2,59,4.93,0.01,4.94,Medium,0.00,4.93,4.93,4.93
425,SUCCESS,2,47,4.95,0.01,4.96,Small,0.00,4.95,4.95,4.95
1196,SUCCESS,2,87,4.95,0.01,4.96,Medium,0.00,4.95,4.95,4.95
361,SUCCESS,2,32,4.96,0.01,4.97,Small,0.00,4.96,4.96,4.96
789,SUCCESS,2,33,4.96,0.01,4.97,Small,0.00,4.96,4.96,4.96
1390,SUCCESS,2,55,4.99,0.01,5.00,Medium,0.00,4.99,4.99,4.99
697,SUCCESS,2,5,5.01,0.01,5.02,Small,0.00,5.01,5.01,5.01
274,SUCCESS,2,20,5.03,0.01,5.04,Small,0.00,5.03,5.03,5.03
442,SUCCESS,2,24,5.03,0.01,5.04,Small,0.00,5.03,5.03,5.03
516,SUCCESS,2,28,5.05,0.01,5.06,Small,0.00,5.05,5.05,5.05
27,SUCCESS,2,38,5.05,0.01,5.06,Small,0.00,5.05,5.05,5.05
1626,SUCCESS,2,88,5.05,0.01,5.06,Medium,0.00,5.05,5.05,5.05
736,SUCCESS,2,3,5.06,0.01,5.07,Small,0.00,5.06,5.06,5.06
545,SUCCESS,2,24,5.07,0.01,5.08,Small,0.00,5.07,5.07,5.07
1790,SUCCESS,2,86,5.09,0.01,5.10,Medium,0.00,5.09,5.09,5.09
456,SUCCESS,2,48,5.09,0.01,5.10,Small,0.00,5.09,5.09,5.09
907,SUCCESS,2,51,5.11,0.01,5.12,Medium,0.00,5.11,5.11,5.11
398,SUCCESS,2,30,5.13,0.01,5.14,Small,0.00,5.13,5.13,5.13
54,SUCCESS,2,14,5.13,0.01,5.14,Small,0.00,5.13,5.13,5.13
66,SUCCESS,2,26,5.13,0.01,5.14,Small,0.00,5.13,5.13,5.13
891,SUCCESS,2,12,5.14,0.01,5.15,Small,0.00,5.14,5.14,5.14
371,SUCCESS,2,45,5.15,0.01,5.16,Small,0.00,5.15,5.15,5.15
1353,SUCCESS,2,86,5.15,0.01,5.16,Medium,0.00,5.15,5.15,5.15
518,SUCCESS,2,15,5.16,0.01,5.17,Small,0.00,5.16,5.16,5.16
790,SUCCESS,2,18,5.16,0.01,5.17,Small,0.00,5.16,5.16,5.16
828,SUCCESS,2,48,5.16,0.01,5.17,Small,0.00,5.16,5.16,5.16
1401,SUCCESS,2,74,5.18,0.01,5.19,Medium,0.00,5.18,5.18,5.18
1151,SUCCESS,2,87,5.18,0.01,5.19,Medium,0.00,5.18,5.18,5.18
1010,SUCCESS,2,99,5.18,0.01,5.19,Medium,0.00,5.18,5.18,5.18
1498,SUCCESS,2,55,5.20,0.01,5.21,Medium,0.00,5.20,5.20,5.20
667,SUCCESS,2,48,5.20,0.01,5.21,Small,0.00,5.20,5.20,5.20
1516,SUCCESS,2,59,5.20,0.01,5.21,Medium,0.00,5.20,5.20,5.20
1791,SUCCESS,2,71,5.21,0.01,5.22,Medium,0.00,5.21,5.21,5.21
57,SUCCESS,2,2,5.21,0.01,5.22,Small,0.00,5.21,5.21,5.21
779,SUCCESS,2,45,5.21,0.01,5.22,Small,0.00,5.21,5.21,5.21
1607,SUCCESS,2,55,5.21,0.01,5.22,Medium,0.00,5.21,5.21,5.21
1731,SUCCESS,2,86,5.21,0.01,5.22,Medium,0.00,5.21,5.21,5.21
246,SUCCESS,2,15,5.23,0.01,5.24,Small,0.00,5.23,5.23,5.23
118,SUCCESS,2,27,5.23,0.01,5.24,Small,0.00,5.23,5.23,5.23
803,SUCCESS,2,28,5.23,0.01,5.24,Small,0.00,5.23,5.23,5.23
251,SUCCESS,2,30,5.25,0.01,5.26,Small,0.00,5.25,5.25,5.25
530,SUCCESS,2,1,5.25,0.01,5.26,Small,0.00,5.25,5.25,5.25
1174,SUCCESS,2,99,5.25,0.01,5.26,Medium,0.00,5.25,5.25,5.25
856,SUCCESS,2,32,5.26,0.01,5.27,Small,0.00,5.26,5.26,5.26
1019,SUCCESS,2,51,5.28,0.01,5.29,Medium,0.00,5.28,5.28,5.28
940,SUCCESS,2,55,5.28,0.01,5.29,Medium,0.00,5.28,5.28,5.28
848,SUCCESS,2,16,5.28,0.01,5.29,Small,0.00,5.28,5.28,5.28
865,SUCCESS,2,48,5.28,0.01,5.29,Small,0.00,5.28,5.28,5.28
592,SUCCESS,2,0,5.29,0.01,5.30,Small,0.00,5.29,5.29,5.29
1002,SUCCESS,2,51,5.29,0.01,5.30,Medium,0.00,5.29,5.29,5.29
224,SUCCESS,2,26,5.29,0.01,5.30,Small,0.00,5.29,5.29,5.29
857,SUCCESS,2,46,5.29,0.01,5.30,Small,0.00,5.29,5.29,5.29
818,SUCCESS,2,41,5.31,0.01,5.32,Small,0.00,5.31,5.31,5.31
1456,SUCCESS,2,87,5.31,0.01,5.32,Medium,0.00,5.31,5.31,5.31
353,SUCCESS,2,11,5.32,0.01,5.33,Small,0.00,5.32,5.32,5.32
283,SUCCESS,2,2,5.34,0.01,5.35,Small,0.00,5.34,5.34,5.34
1085,SUCCESS,2,87,5.34,0.01,5.35,Medium,0.00,5.34,5.34,5.34
131,SUCCESS,2,28,5.34,0.01,5.35,Small,0.00,5.34,5.34,5.34
147,SUCCESS,2,46,5.35,0.01,5.36,Small,0.00,5.35,5.35,5.35
698,SUCCESS,2,27,5.37,0.01,5.38,Small,0.00,5.37,5.37,5.37
576,SUCCESS,2,10,5.38,0.01,5.39,Small,0.00,5.38,5.38,5.38
1114,SUCCESS,2,51,5.41,0.01,5.42,Medium,0.00,5.41,5.41,5.41
1679,SUCCESS,2,64,5.41,0.01,5.42,Medium,0.00,5.41,5.41,5.41
1608,SUCCESS,2,78,5.41,0.01,5.42,Medium,0.00,5.41,5.41,5.41
1584,SUCCESS,2,85,5.43,0.01,5.44,Medium,0.00,5.43,5.43,5.43
898,SUCCESS,2,47,5.43,0.01,5.44,Small,0.00,5.43,5.43,5.43
1435,SUCCESS,2,87,5.43,0.01,5.44,Medium,0.00,5.43,5.43,5.43
427,SUCCESS,2,32,5.44,0.01,5.45,Small,0.00,5.44,5.44,5.44
444,SUCCESS,2,34,5.44,0.01,5.45,Small,0.00,5.44,5.44,5.44
610,SUCCESS,2,5,5.44,0.01,5.45,Small,0.00,5.44,5.44,5.44
665,SUCCESS,2,38,5.44,0.01,5.45,Small,0.00,5.44,5.44,5.44
94,SUCCESS,2,29,5.44,0.01,5.45,Small,0.00,5.44,5.44,5.44
1261,SUCCESS,2,59,5.44,0.01,5.45,Medium,0.00,5.44,5.44,5.44
663,SUCCESS,2,36,5.46,0.01,5.47,Small,0.00,5.46,5.46,5.46
1069,SUCCESS,2,85,5.49,0.01,5.50,Medium,0.00,5.49,5.49,5.49
1448,SUCCESS,2,76,5.49,0.01,5.50,Medium,0.00,5.49,5.49,5.49
312,SUCCESS,2,28,5.49,0.01,5.50,Small,0.00,5.49,5.49,5.49
599,SUCCESS,2,48,5.49,0.01,5.50,Small,0.00,5.49,5.49,5.49
221,SUCCESS,2,5,5.51,0.01,5.52,Small,0.00,5.51,5.51,5.51
811,SUCCESS,2,37,5.51,0.01,5.52,Small,0.00,5.51,5.51,5.51
149,SUCCESS,2,33,5.55,0.01,5.56,Small,0.00,5.55,5.55,5.55
802,SUCCESS,2,46,5.55,0.01,5.56,Small,0.00,5.55,5.55,5.55
36,SUCCESS,2,28,5.57,0.01,5.58,Small,0.00,5.57,5.57,5.57
991,SUCCESS,2,88,5.58,0.01,5.59,Medium,0.00,5.58,5.58,5.58
730,SUCCESS,2,18,5.59,0.01,5.60,Small,0.00,5.59,5.59,5.59
1327,SUCCESS,2,66,5.61,0.01,5.62,Medium,0.00,5.61,5.61,5.61
1431,SUCCESS,2,87,5.61,0.01,5.62,Medium,0.00,5.61,5.61,5.61
82,SUCCESS,2,25,5.63,0.01,5.64,Small,0.00,5.63,5.63,5.63
433,SUCCESS,2,10,5.65,0.01,5.66,Small,0.00,5.65,5.65,5.65
669,SUCCESS,2,14,5.66,0.01,5.67,Small,0.00,5.66,5.66,5.66
500,SUCCESS,2,32,5.68,0.01,5.69,Small,0.00,5.68,5.68,5.68
294,SUCCESS,2,46,5.69,0.01,5.70,Small,0.00,5.69,5.69,5.69
1305,SUCCESS,2,51,5.71,0.01,5.72,Medium,0.00,5.71,5.71,5.71
1346,SUCCESS,2,52,5.71,0.01,5.72,Medium,0.00,5.71,5.71,5.71
547,SUCCESS,2,28,5.71,0.01,5.72,Small,0.00,5.71,5.71,5.71
73,SUCCESS,2,19,5.71,0.01,5.72,Small,0.00,5.71,5.71,5.71
159,SUCCESS,2,33,5.75,0.01,5.76,Small,0.00,5.75,5.75,5.75
701,SUCCESS,2,35,5.75,0.01,5.76,Small,0.00,5.75,5.75,5.75
49,SUCCESS,2,17,5.75,0.01,5.76,Small,0.00,5.75,5.75,5.75
911,SUCCESS,2,64,5.76,0.01,5.77,Medium,0.00,5.76,5.76,5.76
1616,SUCCESS,2,78,5.78,0.01,5.79,Medium,0.00,5.78,5.78,5.78
31,SUCCESS,2,39,5.78,0.01,5.79,Small,0.00,5.78,5.78,5.78
366,SUCCESS,2,3,5.80,0.01,5.81,Small,0.00,5.80,5.80,5.80
45,SUCCESS,2,37,5.80,0.01,5.81,Small,0.00,5.80,5.80,5.80
1277,SUCCESS,2,87,5.80,0.01,5.81,Medium,0.00,5.80,5.80,5.80
17,SUCCESS,2,10,5.81,0.01,5.82,Small,0.00,5.81,5.81,5.81
1665,SUCCESS,2,78,5.81,0.01,5.82,Medium,0.00,5.81,5.81,5.81
194,SUCCESS,2,40,5.82,0.01,5.83,Small,0.00,5.82,5.82,5.82
579,SUCCESS,2,3,5.82,0.01,5.83,Small,0.00,5.82,5.82,5.82
1253,SUCCESS,2,87,5.82,0.01,5.83,Medium,0.00,5.82,5.82,5.82
1286,SUCCESS,2,64,5.84,0.01,5.85,Medium,0.00,5.84,5.84,5.84
854,SUCCESS,2,10,5.85,0.01,5.86,Small,0.00,5.85,5.85,5.85
1420,SUCCESS,2,82,5.85,0.01,5.86,Medium,0.00,5.85,5.85,5.85
454,SUCCESS,2,47,5.85,0.01,5.86,Small,0.00,5.85,5.85,5.85
1259,SUCCESS,2,58,5.85,0.01,5.86,Medium,0.00,5.85,5.85,5.85
1479,SUCCESS,2,78,5.85,0.01,5.86,Medium,0.00,5.85,5.85,5.85
805,SUCCESS,2,9,5.85,0.01,5.86,Small,0.00,5.85,5.85,5.85
1145,SUCCESS,2,99,5.85,0.01,5.86,Medium,0.00,5.85,5.85,5.85
537,SUCCESS,2,3,5.87,0.01,5.88,Small,0.00,5.87,5.87,5.87
1375,SUCCESS,2,64,5.87,0.01,5.88,Medium,0.00,5.87,5.87,5.87
1793,SUCCESS,2,87,5.87,0.01,5.88,Medium,0.00,5.87,5.87,5.87
1798,SUCCESS,2,52,5.89,0.01,5.90,Medium,0.00,5.89,5.89,5.89
1192,SUCCESS,2,93,5.89,0.01,5.90,Medium,0.00,5.89,5.89,5.89
901,SUCCESS,2,88,5.89,0.01,5.90,Medium,0.00,5.89,5.89,5.89
130,SUCCESS,2,18,5.90,0.01,5.91,Small,0.00,5.90,5.90,5.90
83,SUCCESS,2,3,5.94,0.01,5.95,Small,0.00,5.94,5.94,5.94
148,SUCCESS,2,14,5.94,0.01,5.95,Small,0.00,5.94,5.94,5.94
1208,SUCCESS,2,85,5.94,0.01,5.95,Medium,0.00,5.94,5.94,5.94
388,SUCCESS,2,46,5.94,0.01,5.95,Small,0.00,5.94,5.94,5.94
458,SUCCESS,2,49,5.95,0.01,5.96,Small,0.00,5.95,5.95,5.95
471,SUCCESS,2,8,5.97,0.01,5.98,Small,0.00,5.97,5.97,5.97
308,SUCCESS,2,1,5.99,0.01,6.00,Small,0.00,5.99,5.99,5.99
1235,SUCCESS,2,51,5.99,0.01,6.00,Medium,0.00,5.99,5.99,5.99
678,SUCCESS,2,13,5.99,0.01,6.00,Small,0.00,5.99,5.99,5.99
1370,SUCCESS,2,58,5.99,0.01,6.00,Medium,0.00,5.99,5.99,5.99
1139,SUCCESS,2,82,6.00,0.01,6.01,Medium,0.00,6.00,6.00,6.00
871,SUCCESS,2,34,6.00,0.01,6.01,Small,0.00,6.00,6.00,6.00
417,SUCCESS,2,49,6.00,0.01,6.01,Small,0.00,6.00,6.00,6.00
1501,SUCCESS,2,59,6.00,0.01,6.01,Medium,0.00,6.00,6.00,6.00
1254,SUCCESS,2,82,6.02,0.01,6.03,Medium,0.00,6.02,6.02,6.02
969,SUCCESS,2,93,6.02,0.01,6.03,Medium,0.00,6.02,6.02,6.02
1170,SUCCESS,2,74,6.02,0.01,6.03,Medium,0.00,6.02,6.02,6.02
750,SUCCESS,2,18,6.02,0.01,6.03,Small,0.00,6.02,6.02,6.02
1617,SUCCESS,2,58,6.02,0.01,6.03,Medium,0.00,6.02,6.02,6.02
208,SUCCESS,2,39,6.04,0.01,6.05,Small,0.00,6.04,6.04,6.04
1129,SUCCESS,2,66,6.06,0.01,6.07,Medium,0.00,6.06,6.06,6.06
1089,SUCCESS,2,76,6.06,0.01,6.07,Medium,0.00,6.06,6.06,6.06
1472,SUCCESS,2,86,6.08,0.01,6.09,Medium,0.00,6.08,6.08,6.08
332,SUCCESS,2,38,6.08,0.01,6.09,Small,0.00,6.08,6.08,6.08
1768,SUCCESS,2,59,6.08,0.01,6.09,Medium,0.00,6.08,6.08,6.08
1407,SUCCESS,2,71,6.09,0.01,6.10,Medium,0.00,6.09,6.09,6.09
290,SUCCESS,2,2,6.09,0.01,6.10,Small,0.00,6.09,6.09,6.09
1361,SUCCESS,2,59,6.09,0.01,6.10,Medium,0.00,6.09,6.09,6.09
1322,SUCCESS,2,71,6.10,0.01,6.11,Medium,0.00,6.10,6.10,6.10
1795,SUCCESS,2,71,6.10,0.01,6.11,Medium,0.00,6.10,6.10,6.10
464,SUCCESS,2,22,6.10,0.01,6.11,Small,0.00,6.10,6.10,6.10
1478,SUCCESS,2,59,6.12,0.01,6.13,Medium,0.00,6.12,6.12,6.12
70,SUCCESS,2,18,6.13,0.01,6.14,Small,0.00,6.13,6.13,6.13
53,SUCCESS,2,9,6.13,0.01,6.14,Small,0.00,6.13,6.13,6.13
418,SUCCESS,2,39,6.13,0.01,6.14,Small,0.00,6.13,6.13,6.13
362,SUCCESS,2,21,6.15,0.01,6.16,Small,0.00,6.15,6.15,6.15
1072,SUCCESS,2,71,6.15,0.01,6.16,Medium,0.00,6.15,6.15,6.15
1633,SUCCESS,2,86,6.15,0.01,6.16,Medium,0.00,6.15,6.15,6.15
1769,SUCCESS,2,58,6.15,0.01,6.16,Medium,0.00,6.15,6.15,6.15
1067,SUCCESS,2,71,6.16,0.01,6.17,Medium,0.00,6.16,6.16,6.16
322,SUCCESS,2,4,6.16,0.01,6.17,Small,0.00,6.16,6.16,6.16
557,SUCCESS,2,39,6.16,0.01,6.17,Small,0.00,6.16,6.16,6.16
919,SUCCESS,2,82,6.17,0.01,6.18,Medium,0.00,6.17,6.17,6.17
15,SUCCESS,2,34,6.17,0.01,6.18,Small,0.00,6.17,6.17,6.17
1147,SUCCESS,2,51,6.19,0.01,6.20,Medium,0.00,6.19,6.19,6.19
1175,SUCCESS,2,85,6.19,0.01,6.20,Medium,0.00,6.19,6.19,6.19
1794,SUCCESS,2,71,6.21,0.01,6.22,Medium,0.00,6.21,6.21,6.21
1128,SUCCESS,2,72,6.21,0.01,6.22,Medium,0.00,6.21,6.21,6.21
1245,SUCCESS,2,64,6.21,0.01,6.22,Medium,0.00,6.21,6.21,6.21
1765,SUCCESS,2,58,6.21,0.01,6.22,Medium,0.00,6.21,6.21,6.21
631,SUCCESS,2,34,6.22,0.01,6.23,Small,0.00,6.22,6.22,6.22
868,SUCCESS,2,29,6.23,0.01,6.24,Small,0.00,6.23,6.23,6.23
335,SUCCESS,2,39,6.23,0.01,6.24,Small,0.00,6.23,6.23,6.23
745,SUCCESS,2,10,6.25,0.01,6.26,Small,0.00,6.25,6.25,6.25
548,SUCCESS,2,41,6.25,0.01,6.26,Small,0.00,6.25,6.25,6.25
422,SUCCESS,2,2,6.25,0.01,6.26,Small,0.00,6.25,6.25,6.25
595,SUCCESS,2,4,6.25,0.01,6.26,Small,0.00,6.25,6.25,6.25
112,SUCCESS,2,44,6.26,0.01,6.27,Small,0.00,6.26,6.26,6.26
299,SUCCESS,2,10,6.28,0.01,6.29,Small,0.00,6.28,6.28,6.28
156,SUCCESS,2,42,6.28,0.01,6.29,Small,0.00,6.28,6.28,6.28
13,SUCCESS,2,8,6.28,0.01,6.29,Small,0.00,6.28,6.28,6.28
744,SUCCESS,2,30,6.29,0.01,6.30,Small,0.00,6.29,6.29,6.29
829,SUCCESS,2,13,6.29,0.01,6.30,Small,0.00,6.29,6.29,6.29
317,SUCCESS,2,43,6.29,0.01,6.30,Small,0.00,6.29,6.29,6.29
565,SUCCESS,2,46,6.29,0.01,6.30,Small,0.00,6.29,6.29,6.29
277,SUCCESS,2,18,6.29,0.01,6.30,Small,0.00,6.29,6.29,6.29
1205,SUCCESS,2,88,6.29,0.01,6.30,Medium,0.00,6.29,6.29,6.29
1418,SUCCESS,2,86,6.30,0.01,6.31,Medium,0.00,6.30,6.30,6.30
79,SUCCESS,2,1,6.32,0.01,6.33,Small,0.00,6.32,6.32,6.32
192,SUCCESS,2,2,6.32,0.01,6.33,Small,0.00,6.32,6.32,6.32
217,SUCCESS,2,42,6.32,0.01,6.33,Small,0.00,6.32,6.32,6.32
1504,SUCCESS,2,88,6.32,0.01,6.33,Medium,0.00,6.32,6.32,6.32
1534,SUCCESS,2,52,6.34,0.01,6.35,Medium,0.00,6.34,6.34,6.34
507,SUCCESS,2,44,6.34,0.01,6.35,Small,0.00,6.34,6.34,6.34
171,SUCCESS,2,5,6.34,0.01,6.35,Small,0.00,6.34,6.34,6.34
502,SUCCESS,2,19,6.34,0.01,6.35,Small,0.00,6.34,6.34,6.34
638,SUCCESS,2,41,6.35,0.01,6.36,Small,0.00,6.35,6.35,6.35
1344,SUCCESS,2,86,6.35,0.01,6.36,Medium,0.00,6.35,6.35,6.35
511,SUCCESS,2,10,6.37,0.01,6.38,Small,0.00,6.37,6.37,6.37
981,SUCCESS,2,73,6.37,0.01,6.38,Medium,0.00,6.37,6.37,6.37
676,SUCCESS,2,16,6.37,0.01,6.38,Small,0.00,6.37,6.37,6.37
293,SUCCESS,2,19,6.37,0.01,6.38,Small,0.00,6.37,6.37,6.37
716,SUCCESS,2,43,6.39,0.01,6.40,Small,0.00,6.39,6.39,6.39
1180,SUCCESS,2,66,6.39,0.01,6.40,Medium,0.00,6.39,6.39,6.39
1355,SUCCESS,2,86,6.39,0.01,6.40,Medium,0.00,6.39,6.39,6.39
46,SUCCESS,2,48,6.41,0.01,6.42,Small,0.00,6.41,6.41,6.41
1225,SUCCESS,2,79,6.41,0.01,6.42,Medium,0.00,6.41,6.41,6.41
158,SUCCESS,2,24,6.42,0.01,6.43,Small,0.00,6.42,6.42,6.42
1464,SUCCESS,2,66,6.42,0.01,6.43,Medium,0.00,6.42,6.42,6.42
682,SUCCESS,2,31,6.44,0.01,6.45,Small,0.00,6.44,6.44,6.44
64,SUCCESS,2,34,6.44,0.01,6.45,Small,0.00,6.44,6.44,6.44
1237,SUCCESS,2,77,6.44,0.01,6.45,Medium,0.00,6.44,6.44,6.44
1075,SUCCESS,2,89,6.44,0.01,6.45,Medium,0.00,6.44,6.44,6.44
1670,SUCCESS,2,89,6.44,0.01,6.45,Medium,0.00,6.44,6.44,6.44
1240,SUCCESS,2,74,6.46,0.01,6.47,Medium,0.00,6.46,6.46,6.46
695,SUCCESS,2,17,6.46,0.01,6.47,Small,0.00,6.46,6.46,6.46
391,SUCCESS,2,37,6.46,0.01,6.47,Small,0.00,6.46,6.46,6.46
98,SUCCESS,2,40,6.47,0.01,6.48,Small,0.00,6.47,6.47,6.47
1475,SUCCESS,2,85,6.47,0.01,6.48,Medium,0.00,6.47,6.47,6.47
33,SUCCESS,2,40,6.49,0.01,6.50,Small,0.00,6.49,6.49,6.49
264,SUCCESS,2,36,6.49,0.01,6.50,Small,0.00,6.49,6.49,6.49
168,SUCCESS,2,20,6.51,0.01,6.52,Small,0.00,6.51,6.51,6.51
473,SUCCESS,2,46,6.51,0.01,6.52,Small,0.00,6.51,6.51,6.51
1244,SUCCESS,2,66,6.51,0.01,6.52,Medium,0.00,6.51,6.51,6.51
1538,SUCCESS,2,86,6.51,0.01,6.52,Medium,0.00,6.51,6.51,6.51
1605,SUCCESS,2,99,6.51,0.01,6.52,Medium,0.00,6.51,6.51,6.51
819,SUCCESS,2,42,6.53,0.01,6.54,Small,0.00,6.53,6.53,6.53
1268,SUCCESS,2,82,6.53,0.01,6.54,Medium,0.00,6.53,6.53,6.53
718,SUCCESS,2,43,6.53,0.01,6.54,Small,0.00,6.53,6.53,6.53
1194,SUCCESS,2,80,6.55,0.01,6.56,Medium,0.00,6.55,6.55,6.55
280,SUCCESS,2,2,6.55,0.01,6.56,Small,0.00,6.55,6.55,6.55
1298,SUCCESS,2,86,6.55,0.01,6.56,Medium,0.00,6.55,6.55,6.55
379,SUCCESS,2,14,6.56,0.01,6.57,Small,0.00,6.56,6.56,6.56
816,SUCCESS,2,40,6.58,0.01,6.59,Small,0.00,6.58,6.58,6.58
389,SUCCESS,2,37,6.58,0.01,6.59,Small,0.00,6.58,6.58,6.58
415,SUCCESS,2,48,6.58,0.01,6.59,Small,0.00,6.58,6.58,6.58
490,SUCCESS,2,41,6.60,0.01,6.61,Small,0.00,6.60,6.60,6.60
833,SUCCESS,2,15,6.60,0.01,6.61,Small,0.00,6.60,6.60,6.60
377,SUCCESS,2,45,6.60,0.01,6.61,Small,0.00,6.60,6.60,6.60
899,SUCCESS,2,45,6.60,0.01,6.61,Small,0.00,6.60,6.60,6.60
101,SUCCESS,2,22,6.61,0.01,6.62,Small,0.00,6.61,6.61,6.61
588,SUCCESS,2,16,6.61,0.01,6.62,Small,0.00,6.61,6.61,6.61
847,SUCCESS,2,8,6.61,0.01,6.62,Small,0.00,6.61,6.61,6.61
775,SUCCESS,2,37,6.62,0.01,6.63,Small,0.00,6.62,6.62,6.62
952,SUCCESS,2,88,6.62,0.01,6.63,Medium,0.00,6.62,6.62,6.62
1318,SUCCESS,2,51,6.64,0.01,6.65,Medium,0.00,6.64,6.64,6.64
809,SUCCESS,2,11,6.65,0.01,6.66,Small,0.00,6.65,6.65,6.65
1424,SUCCESS,2,52,6.65,0.01,6.66,Medium,0.00,6.65,6.65,6.65
1164,SUCCESS,2,88,6.65,0.01,6.66,Medium,0.00,6.65,6.65,6.65
747,SUCCESS,2,49,6.65,0.01,6.66,Small,0.00,6.65,6.65,6.65
912,SUCCESS,2,51,6.67,0.01,6.68,Medium,0.00,6.67,6.67,6.67
1527,SUCCESS,2,72,6.67,0.01,6.68,Medium,0.00,6.67,6.67,6.67
681,SUCCESS,2,44,6.67,0.01,6.68,Small,0.00,6.67,6.67,6.67
1078,SUCCESS,2,77,6.67,0.01,6.68,Medium,0.00,6.67,6.67,6.67
941,SUCCESS,2,58,6.67,0.01,6.68,Medium,0.00,6.67,6.67,6.67
358,SUCCESS,2,31,6.68,0.01,6.69,Small,0.00,6.68,6.68,6.68
1631,SUCCESS,2,52,6.68,0.01,6.69,Medium,0.00,6.68,6.68,6.68
1429,SUCCESS,2,93,6.68,0.01,6.69,Medium,0.00,6.68,6.68,6.68
1773,SUCCESS,2,86,6.68,0.01,6.69,Medium,0.00,6.68,6.68,6.68
1195,SUCCESS,2,99,6.68,0.01,6.69,Medium,0.00,6.68,6.68,6.68
1149,SUCCESS,2,76,6.70,0.01,6.71,Medium,0.00,6.70,6.70,6.70
1285,SUCCESS,2,51,6.72,0.01,6.73,Medium,0.00,6.72,6.72,6.72
1524,SUCCESS,2,74,6.72,0.01,6.73,Medium,0.00,6.72,6.72,6.72
878,SUCCESS,2,29,6.72,0.01,6.73,Small,0.00,6.72,6.72,6.72
550,SUCCESS,2,49,6.72,0.01,6.73,Small,0.00,6.72,6.72,6.72
203,SUCCESS,2,40,6.73,0.01,6.74,Small,0.00,6.73,6.73,6.73
392,SUCCESS,2,13,6.73,0.01,6.74,Small,0.00,6.73,6.73,6.73
541,SUCCESS,2,36,6.73,0.01,6.74,Small,0.00,6.73,6.73,6.73
3,SUCCESS,2,13,6.75,0.01,6.76,Small,0.00,6.75,6.75,6.75
1373,SUCCESS,2,73,6.75,0.01,6.76,Medium,0.00,6.75,6.75,6.75
778,SUCCESS,2,44,6.75,0.01,6.76,Small,0.00,6.75,6.75,6.75
16,SUCCESS,2,15,6.75,0.01,6.76,Small,0.00,6.75,6.75,6.75
1269,SUCCESS,2,88,6.75,0.01,6.76,Medium,0.00,6.75,6.75,6.75
273,SUCCESS,2,31,6.77,0.01,6.78,Small,0.00,6.77,6.77,6.77
906,SUCCESS,2,51,6.77,0.01,6.78,Medium,0.00,6.77,6.77,6.77
102,SUCCESS,2,2,6.79,0.01,6.80,Small,0.00,6.79,6.79,6.79
67,SUCCESS,2,25,6.79,0.01,6.80,Small,0.00,6.79,6.79,6.79
1570,SUCCESS,2,58,6.79,0.01,6.80,Medium,0.00,6.79,6.79,6.79
1777,SUCCESS,2,78,6.79,0.01,6.80,Medium,0.00,6.79,6.79,6.79
673,SUCCESS,2,44,6.80,0.01,6.81,Small,0.00,6.80,6.80,6.80
1606,SUCCESS,2,54,6.80,0.01,6.81,Medium,0.00,6.80,6.80,6.80
325,SUCCESS,2,48,6.80,0.01,6.81,Small,0.00,6.80,6.80,6.80
1779,SUCCESS,2,93,6.81,0.01,6.82,Medium,0.00,6.81,6.81,6.81
764,SUCCESS,2,35,6.81,0.01,6.82,Small,0.00,6.81,6.81,6.81
1241,SUCCESS,2,85,6.81,0.01,6.82,Medium,0.00,6.81,6.81,6.81
88,SUCCESS,2,19,6.81,0.01,6.82,Small,0.00,6.81,6.81,6.81
953,SUCCESS,2,99,6.81,0.01,6.82,Medium,0.00,6.81,6.81,6.81
1580,SUCCESS,2,54,6.83,0.01,6.84,Medium,0.00,6.83,6.83,6.83
1595,SUCCESS,2,97,6.83,0.01,6.84,Medium,0.00,6.83,6.83,6.83
626,SUCCESS,2,20,6.84,0.01,6.85,Small,0.00,6.84,6.84,6.84
100,SUCCESS,2,16,6.84,0.01,6.85,Small,0.00,6.84,6.84,6.84
499,SUCCESS,2,37,6.84,0.01,6.85,Small,0.00,6.84,6.84,6.84
549,SUCCESS,2,9,6.84,0.01,6.85,Small,0.00,6.84,6.84,6.84
563,SUCCESS,2,49,6.84,0.01,6.85,Small,0.00,6.84,6.84,6.84
1639,SUCCESS,2,79,6.84,0.01,6.85,Medium,0.00,6.84,6.84,6.84
1562,SUCCESS,2,82,6.86,0.01,6.87,Medium,0.00,6.86,6.86,6.86
1266,SUCCESS,2,86,6.86,0.01,6.87,Medium,0.00,6.86,6.86,6.86
672,SUCCESS,2,11,6.88,0.01,6.89,Small,0.00,6.88,6.88,6.88
401,SUCCESS,2,44,6.88,0.01,6.89,Small,0.00,6.88,6.88,6.88
1774,SUCCESS,2,85,6.88,0.01,6.89,Medium,0.00,6.88,6.88,6.88
629,SUCCESS,2,16,6.88,0.01,6.89,Small,0.00,6.88,6.88,6.88
757,SUCCESS,2,48,6.88,0.01,6.89,Small,0.00,6.88,6.88,6.88
1526,SUCCESS,2,86,6.89,0.01,6.90,Medium,0.00,6.89,6.89,6.89
824,SUCCESS,2,8,6.90,0.01,6.91,Small,0.00,6.90,6.90,6.90
